ﬠ,FB20,ﬡ,FB21,ﬢ,FB22,ﬣ,FB23,ﬤ,FB24,ﬥ,FB25,ﬦ,FB26,ﬧ,FB27,ﬨ,FB28,﬩,FB29,שׁ,FB2A,שׂ,FB2B,שּׁ,FB2C,שּׂ,FB2D,אַ,FB2E,אָ,FB2F
אּ,FB30,בּ,FB31,גּ,FB32,דּ,FB33,הּ,FB34,וּ,FB35,זּ,FB36,﬷,FB37,טּ,FB38,יּ,FB39,ךּ,FB3A,כּ,FB3B,לּ,FB3C,﬽,FB3D,מּ,FB3E,﬿,FB3F
נּ,FB40,סּ,FB41,﭂,FB42,ףּ,FB43,פּ,FB44,﭅,FB45,צּ,FB46,קּ,FB47,רּ,FB48,שּ,FB49,תּ,FB4A,וֹ,FB4B,בֿ,FB4C,כֿ,FB4D,פֿ,FB4E,ﭏ,FB4F
ﭐ,FB50,ﭑ,FB51,ﭒ,FB52,ﭓ,FB53,ﭔ,FB54,ﭕ,FB55,ﭖ,FB56,ﭗ,FB57,ﭘ,FB58,ﭙ,FB59,ﭚ,FB5A,ﭛ,FB5B,ﭜ,FB5C,ﭝ,FB5D,ﭞ,FB5E,ﭟ,FB5F
ﭠ,FB60,ﭡ,FB61,ﭢ,FB62,ﭣ,FB63,ﭤ,FB64,ﭥ,FB65,ﭦ,FB66,ﭧ,FB67,ﭨ,FB68,ﭩ,FB69,ﭪ,FB6A,ﭫ,FB6B,ﭬ,FB6C,ﭭ,FB6D,ﭮ,FB6E,ﭯ,FB6F
ﭰ,FB70,ﭱ,FB71,ﭲ,FB72,ﭳ,FB73,ﭴ,FB74,ﭵ,FB75,ﭶ,FB76,ﭷ,FB77,ﭸ,FB78,ﭹ,FB79,ﭺ,FB7A,ﭻ,FB7B,ﭼ,FB7C,ﭽ,FB7D,ﭾ,FB7E,ﭿ,FB7F
ﮀ,FB80,ﮁ,FB81,ﮂ,FB82,ﮃ,FB83,ﮄ,FB84,ﮅ,FB85,ﮆ,FB86,ﮇ,FB87,ﮈ,FB88,ﮉ,FB89,ﮊ,FB8A,ﮋ,FB8B,ﮌ,FB8C,ﮍ,FB8D,ﮎ,FB8E,ﮏ,FB8F
ﮐ,FB90,ﮑ,FB91,ﮒ,FB92,ﮓ,FB93,ﮔ,FB94,ﮕ,FB95,ﮖ,FB96,ﮗ,FB97,ﮘ,FB98,ﮙ,FB99,ﮚ,FB9A,ﮛ,FB9B,ﮜ,FB9C,ﮝ,FB9D,ﮞ,FB9E,ﮟ,FB9F
ﮠ,FBA0,ﮡ,FBA1,ﮢ,FBA2,ﮣ,FBA3,ﮤ,FBA4,ﮥ,FBA5,ﮦ,FBA6,ﮧ,FBA7,ﮨ,FBA8,ﮩ,FBA9,ﮪ,FBAA,ﮫ,FBAB,ﮬ,FBAC,ﮭ,FBAD,ﮮ,FBAE,ﮯ,FBAF
ﮰ,FBB0,ﮱ,FBB1,﮲,FBB2,﮳,FBB3,﮴,FBB4,﮵,FBB5,﮶,FBB6,﮷,FBB7,﮸,FBB8,﮹,FBB9,﮺,FBBA,﮻,FBBB,﮼,FBBC,﮽,FBBD,﮾,FBBE,﮿,FBBF
﯀,FBC0,﯁,FBC1,﯂,FBC2,﯃,FBC3,﯄,FBC4,﯅,FBC5,﯆,FBC6,﯇,FBC7,﯈,FBC8,﯉,FBC9,﯊,FBCA,﯋,FBCB,﯌,FBCC,﯍,FBCD,﯎,FBCE,﯏,FBCF
﯐,FBD0,﯑,FBD1,﯒,FBD2,ﯓ,FBD3,ﯔ,FBD4,ﯕ,FBD5,ﯖ,FBD6,ﯗ,FBD7,ﯘ,FBD8,ﯙ,FBD9,ﯚ,FBDA,ﯛ,FBDB,ﯜ,FBDC,ﯝ,FBDD,ﯞ,FBDE,ﯟ,FBDF
ﯠ,FBE0,ﯡ,FBE1,ﯢ,FBE2,ﯣ,FBE3,ﯤ,FBE4,ﯥ,FBE5,ﯦ,FBE6,ﯧ,FBE7,ﯨ,FBE8,ﯩ,FBE9,ﯪ,FBEA,ﯫ,FBEB,ﯬ,FBEC,ﯭ,FBED,ﯮ,FBEE,ﯯ,FBEF
ﯰ,FBF0,ﯱ,FBF1,ﯲ,FBF2,ﯳ,FBF3,ﯴ,FBF4,ﯵ,FBF5,ﯶ,FBF6,ﯷ,FBF7,ﯸ,FBF8,ﯹ,FBF9,ﯺ,FBFA,ﯻ,FBFB,ﯼ,FBFC,ﯽ,FBFD,ﯾ,FBFE,ﯿ,FBFF
ﰀ,FC00,ﰁ,FC01,ﰂ,FC02,ﰃ,FC03,ﰄ,FC04,ﰅ,FC05,ﰆ,FC06,ﰇ,FC07,ﰈ,FC08,ﰉ,FC09,ﰊ,FC0A,ﰋ,FC0B,ﰌ,FC0C,ﰍ,FC0D,ﰎ,FC0E,ﰏ,FC0F
ﰐ,FC10,ﰑ,FC11,ﰒ,FC12,ﰓ,FC13,ﰔ,FC14,ﰕ,FC15,ﰖ,FC16,ﰗ,FC17,ﰘ,FC18,ﰙ,FC19,ﰚ,FC1A,ﰛ,FC1B,ﰜ,FC1C,ﰝ,FC1D,ﰞ,FC1E,ﰟ,FC1F
ﰠ,FC20,ﰡ,FC21,ﰢ,FC22,ﰣ,FC23,ﰤ,FC24,ﰥ,FC25,ﰦ,FC26,ﰧ,FC27,ﰨ,FC28,ﰩ,FC29,ﰪ,FC2A,ﰫ,FC2B,ﰬ,FC2C,ﰭ,FC2D,ﰮ,FC2E,ﰯ,FC2F
ﰰ,FC30,ﰱ,FC31,ﰲ,FC32,ﰳ,FC33,ﰴ,FC34,ﰵ,FC35,ﰶ,FC36,ﰷ,FC37,ﰸ,FC38,ﰹ,FC39,ﰺ,FC3A,ﰻ,FC3B,ﰼ,FC3C,ﰽ,FC3D,ﰾ,FC3E,ﰿ,FC3F
ﱀ,FC40,ﱁ,FC41,ﱂ,FC42,ﱃ,FC43,ﱄ,FC44,ﱅ,FC45,ﱆ,FC46,ﱇ,FC47,ﱈ,FC48,ﱉ,FC49,ﱊ,FC4A,ﱋ,FC4B,ﱌ,FC4C,ﱍ,FC4D,ﱎ,FC4E,ﱏ,FC4F
ﱐ,FC50,ﱑ,FC51,ﱒ,FC52,ﱓ,FC53,ﱔ,FC54,ﱕ,FC55,ﱖ,FC56,ﱗ,FC57,ﱘ,FC58,ﱙ,FC59,ﱚ,FC5A,ﱛ,FC5B,ﱜ,FC5C,ﱝ,FC5D,ﱞ,FC5E,ﱟ,FC5F
ﱠ,FC60,ﱡ,FC61,ﱢ,FC62,ﱣ,FC63,ﱤ,FC64,ﱥ,FC65,ﱦ,FC66,ﱧ,FC67,ﱨ,FC68,ﱩ,FC69,ﱪ,FC6A,ﱫ,FC6B,ﱬ,FC6C,ﱭ,FC6D,ﱮ,FC6E,ﱯ,FC6F
ﱰ,FC70,ﱱ,FC71,ﱲ,FC72,ﱳ,FC73,ﱴ,FC74,ﱵ,FC75,ﱶ,FC76,ﱷ,FC77,ﱸ,FC78,ﱹ,FC79,ﱺ,FC7A,ﱻ,FC7B,ﱼ,FC7C,ﱽ,FC7D,ﱾ,FC7E,ﱿ,FC7F
ﲀ,FC80,ﲁ,FC81,ﲂ,FC82,ﲃ,FC83,ﲄ,FC84,ﲅ,FC85,ﲆ,FC86,ﲇ,FC87,ﲈ,FC88,ﲉ,FC89,ﲊ,FC8A,ﲋ,FC8B,ﲌ,FC8C,ﲍ,FC8D,ﲎ,FC8E,ﲏ,FC8F
ﲐ,FC90,ﲑ,FC91,ﲒ,FC92,ﲓ,FC93,ﲔ,FC94,ﲕ,FC95,ﲖ,FC96,ﲗ,FC97,ﲘ,FC98,ﲙ,FC99,ﲚ,FC9A,ﲛ,FC9B,ﲜ,FC9C,ﲝ,FC9D,ﲞ,FC9E,ﲟ,FC9F
ﲠ,FCA0,ﲡ,FCA1,ﲢ,FCA2,ﲣ,FCA3,ﲤ,FCA4,ﲥ,FCA5,ﲦ,FCA6,ﲧ,FCA7,ﲨ,FCA8,ﲩ,FCA9,ﲪ,FCAA,ﲫ,FCAB,ﲬ,FCAC,ﲭ,FCAD,ﲮ,FCAE,ﲯ,FCAF
ﲰ,FCB0,ﲱ,FCB1,ﲲ,FCB2,ﲳ,FCB3,ﲴ,FCB4,ﲵ,FCB5,ﲶ,FCB6,ﲷ,FCB7,ﲸ,FCB8,ﲹ,FCB9,ﲺ,FCBA,ﲻ,FCBB,ﲼ,FCBC,ﲽ,FCBD,ﲾ,FCBE,ﲿ,FCBF
ﳀ,FCC0,ﳁ,FCC1,ﳂ,FCC2,ﳃ,FCC3,ﳄ,FCC4,ﳅ,FCC5,ﳆ,FCC6,ﳇ,FCC7,ﳈ,FCC8,ﳉ,FCC9,ﳊ,FCCA,ﳋ,FCCB,ﳌ,FCCC,ﳍ,FCCD,ﳎ,FCCE,ﳏ,FCCF
ﳐ,FCD0,ﳑ,FCD1,ﳒ,FCD2,ﳓ,FCD3,ﳔ,FCD4,ﳕ,FCD5,ﳖ,FCD6,ﳗ,FCD7,ﳘ,FCD8,ﳙ,FCD9,ﳚ,FCDA,ﳛ,FCDB,ﳜ,FCDC,ﳝ,FCDD,ﳞ,FCDE,ﳟ,FCDF
ﳠ,FCE0,ﳡ,FCE1,ﳢ,FCE2,ﳣ,FCE3,ﳤ,FCE4,ﳥ,FCE5,ﳦ,FCE6,ﳧ,FCE7,ﳨ,FCE8,ﳩ,FCE9,ﳪ,FCEA,ﳫ,FCEB,ﳬ,FCEC,ﳭ,FCED,ﳮ,FCEE,ﳯ,FCEF
ﳰ,FCF0,ﳱ,FCF1,ﳲ,FCF2,ﳳ,FCF3,ﳴ,FCF4,ﳵ,FCF5,ﳶ,FCF6,ﳷ,FCF7,ﳸ,FCF8,ﳹ,FCF9,ﳺ,FCFA,ﳻ,FCFB,ﳼ,FCFC,ﳽ,FCFD,ﳾ,FCFE,ﳿ,FCFF
ﴀ,FD00,ﴁ,FD01,ﴂ,FD02,ﴃ,FD03,ﴄ,FD04,ﴅ,FD05,ﴆ,FD06,ﴇ,FD07,ﴈ,FD08,ﴉ,FD09,ﴊ,FD0A,ﴋ,FD0B,ﴌ,FD0C,ﴍ,FD0D,ﴎ,FD0E,ﴏ,FD0F
ﴐ,FD10,ﴑ,FD11,ﴒ,FD12,ﴓ,FD13,ﴔ,FD14,ﴕ,FD15,ﴖ,FD16,ﴗ,FD17,ﴘ,FD18,ﴙ,FD19,ﴚ,FD1A,ﴛ,FD1B,ﴜ,FD1C,ﴝ,FD1D,ﴞ,FD1E,ﴟ,FD1F
ﴠ,FD20,ﴡ,FD21,ﴢ,FD22,ﴣ,FD23,ﴤ,FD24,ﴥ,FD25,ﴦ,FD26,ﴧ,FD27,ﴨ,FD28,ﴩ,FD29,ﴪ,FD2A,ﴫ,FD2B,ﴬ,FD2C,ﴭ,FD2D,ﴮ,FD2E,ﴯ,FD2F
ﴰ,FD30,ﴱ,FD31,ﴲ,FD32,ﴳ,FD33,ﴴ,FD34,ﴵ,FD35,ﴶ,FD36,ﴷ,FD37,ﴸ,FD38,ﴹ,FD39,ﴺ,FD3A,ﴻ,FD3B,ﴼ,FD3C,ﴽ,FD3D,﴾,FD3E,﴿,FD3F
﵀,FD40,﵁,FD41,﵂,FD42,﵃,FD43,﵄,FD44,﵅,FD45,﵆,FD46,﵇,FD47,﵈,FD48,﵉,FD49,﵊,FD4A,﵋,FD4B,﵌,FD4C,﵍,FD4D,﵎,FD4E,﵏,FD4F
